ID_PLAN,DS_PLAN,DS_CITY,TAXONOMIES
112946,Candlelight: Tributo a Hans Zimmer en Hotel Westin,Valencia,"Other Indoors, Low Intensity, Exclusive, Any Profile, Any Age, Evening, One Time Event, Classical Solo & Ensembles, Candlelight concert, Small Gig, Bono Cultural Joven"
114508,Concierto Secreto: una experiencia musical secreta en Valencia,Valencia,"Other Mixed, Low Intensity, Regular, Parents With Kids, Any Age, Evening, Session Based, Concert"
115102,Mediterráneo Sound Segunda Edición - Lista de espera,Valencia,"Other Outdoors, Medium Intensity, Exclusive, Any Profile, Any Age, Morning, Afternoon, Evening, One Time Event, Pop, Rock, Concert"
118422,Visita guiada por el Estadio de Mestalla,Valencia,"Stadium, Medium Intensity, Regular, Any Profile, Any Age, Afternoon, Session Based, Football(Soccer), Guided Visit"
121797,"Escape Room: Olivanders, la tienda mágica",Valencia,"Other Indoors, Low Intensity, Regular, Any Profile, Any Age, Morning, Afternoon, Evening, Session Based, Escape Room, Magic"
121798,"Escape Room: Elisabeth, el orfanato",Valencia,"Other Indoors, High Intensity, Regular, Any Profile, Any Age, Any Moment, Timeless, Escape Room"
121799,"Escape Room: SAW, la fábrica abandonada",Valencia,"Other Indoors, High Intensity, Regular, Any Profile, Any Age, Any Moment, Timeless, Escape Room"
121803,Escape Room: El templo mágico de Angora,Valencia,"Other Indoors, High Intensity, Regular, Any Profile, Any Age, Any Moment, Timeless, Escape Room"
121813,Escape Room: La herencia del Panteón,Valencia,"Other Indoors, High Intensity, Regular, Any Profile, Any Age, Any Moment, Timeless, Escape Room"
123621,Candlelight: Homenaje a Ennio Morricone en Ateneo Mercantil,Valencia,"Other Indoors, Low Intensity, Exclusive, Any Profile, Any Age, Evening, One Time Event, Candlelight concert, Small Gig, Bono Cultural Joven"
128987,Candlelight: 100 Años de Warner Bros.,Valencia,"Church/Cathedral, Low Intensity, Exclusive, Any Profile, Any Age, Evening, One Time Event, Candlelight concert, Small Gig, Bono Cultural Joven"
129402,Candlelight: Tributo a Coldplay en Hotel Westin Valencia,Valencia,"Other Indoors, Low Intensity, Exclusive, Any Profile, Any Age, Evening, One Time Event, Pop, Candlelight concert, Small Gig, Bono Cultural Joven"
136940,Una tapa + una bebida en Portolito Carmen,Valencia,"Restaurant, Low Intensity, Regular, Any Profile, Any Age, Lunch, Session Based, Tapas"
137210,Murder Mystery: Asesinato en el Ateneo Mercantil,Valencia,"Other Indoors, Low Intensity, Exclusive, Any Profile, Any Age, Evening, Session Based, Escape Room, Survival Game, Halloween"
137304,Tarjeta Regalo Cine,Valencia,"Cinema, Low Intensity, Exclusive, Cultured, Middle-youth (34-45), More Adults (45+), Any Moment, Timeless, Mainstream Cinema, Valentines Day, Christmas, Mothers Day, Fathers Day, Bono Cultural Joven"
137577,Pinta un cuadro neón mientras bebes unos vinos,Valencia,"Other Indoors, High Intensity, Regular, Any Profile, Young Adults (18-24), Adults (25-35), Middle-youth (34-45), More Adults (45+), Afternoon, Session Based, Wine, Painting/Drawing Course"
139026,Candlelight: Las Cuatro Estaciones de Vivaldi en The Westin Valencia,Valencia,"Other Indoors, Low Intensity, Exclusive, Any Profile, Any Age, Evening, Limited Series, Classical Solo & Ensembles, Candlelight concert, Bono Cultural Joven"
139382,Candlelight: Tributo a ABBA,Valencia,"Other Indoors, Low Intensity, Exclusive, Any Profile, Any Age, Evening, One Time Event, Pop, Candlelight concert, Small Gig, Bono Cultural Joven"
139602,Ruta de la Seda en Valencia: Tour guiado,Valencia,"Street, Low Intensity, Regular, Tourist, Any Age, Morning, Session Based, Sightseeing Tour"
139620,Tour del casco antiguo de Valencia con vino y tapas en un monumento del siglo XI,Valencia,"Street, Low Intensity, Regular, Tourist, Any Age, Morning, Session Based, Sightseeing Tour"
139621,Iglesia de San Nicolás + Audioguía,Valencia,"Church/Cathedral, Low Intensity, Regular, Tourist, Any Age, Morning, Afternoon, Limited Series, Guided Visit"
139623,Tablao Flamenco El Toro y la Luna Espectáculo & Cena & Bebida,Valencia,"Other Indoors, Low Intensity, Regular, Any Profile, Any Age, Dinner, Limited Series, Spanish Food, Flamenco"
139624,Ciudad de las Artes y las Ciencias de Valencia: Tour + Cata de vinos y tapas,Valencia,"Street, Low Intensity, Regular, Tourist, Any Age, Morning, Session Based, Wine Tasting, Museum Visit, Sightseeing Tour"
139636,Farga en concierto en Mestalla,Valencia,"Stadium, Low Intensity, Regular, Any Profile, Any Age, Evening, One Time Event, Pop, Concert"
